city,lat,lng,country,iso3
Delft,52.0117,4.3592,Netherlands,NLD
Emmen,52.7833,6.9,Netherlands,NLD
Deventer,52.25,6.15,Netherlands,NLD
Amstelveen,52.3,4.85,Netherlands,NLD
Purmerend,52.5,4.95,Netherlands,NLD
Schiedam,51.9167,4.4,Netherlands,NLD
Zaandam,52.4333,4.8333,Netherlands,NLD
Lelystad,52.5,5.4833,Netherlands,NLD
Gouda,52.0111,4.7111,Netherlands,NLD
Vlaardingen,51.9,4.35,Netherlands,NLD
Spijkenisse,51.85,4.3333,Netherlands,NLD
Capelle aan den IJssel,51.9333,4.5833,Netherlands,NLD
Veenendaal,52.0167,5.55,Netherlands,NLD
Assen,53,6.5667,Netherlands,NLD
Katwijk,52.2,4.4167,Netherlands,NLD
Scheveningen,52.1081,4.2731,Netherlands,NLD
Rijswijk,52.0456,4.33,Netherlands,NLD
Barendrecht,51.85,4.5333,Netherlands,NLD
Schagen,52.7833,4.8,Netherlands,NLD
Middelburg,51.5,3.6167,Netherlands,NLD
Kerkrade,50.8667,6.0667,Netherlands,NLD
Beverwijk,52.4833,4.65,Netherlands,NLD
Hoogvliet,51.8667,4.35,Netherlands,NLD
Maassluis,51.9333,4.2333,Netherlands,NLD
Papendrecht,51.8333,4.6833,Netherlands,NLD
Bussum,52.2833,5.1667,Netherlands,NLD
Hendrik-Ido-Ambacht,51.85,4.6333,Netherlands,NLD
Diemen,52.3333,4.9667,Netherlands,NLD
Krimpen aan den IJssel,51.9167,4.5833,Netherlands,NLD
Vleuten,52.1081,5.015,Netherlands,NLD
Heemstede,52.35,4.6167,Netherlands,NLD
Geldrop,51.4222,5.5578,Netherlands,NLD
Leiderdorp,52.1667,4.5333,Netherlands,NLD
Oegstgeest,52.1833,4.4667,Netherlands,NLD
Voorschoten,52.1333,4.45,Netherlands,NLD
De Meern,52.0781,5.0281,Netherlands,NLD
Krommenie,52.5,4.7667,Netherlands,NLD
Alblasserdam,51.8702,4.6667,Netherlands,NLD
Glanerbrug,52.215,6.9742,Netherlands,NLD
Boskoop,52.0667,4.65,Netherlands,NLD
Koog aan de Zaan,52.4667,4.8,Netherlands,NLD
Zaandijk,52.4667,4.8,Netherlands,NLD
Helmond,51.4833,5.65,Netherlands,NLD
Hilversum,52.2333,5.1667,Netherlands,NLD
Oss,51.7667,5.5167,Netherlands,NLD
Heerlen,50.8833,5.9833,Netherlands,NLD
Hengelo,52.2656,6.7931,Netherlands,NLD
Roosendaal,51.5333,4.45,Netherlands,NLD
Hoorn,52.65,5.0667,Netherlands,NLD
Almelo,52.35,6.6667,Netherlands,NLD
Ede,52.05,5.6667,Netherlands,NLD
Velsen-Zuid,52.4667,4.6167,Netherlands,NLD
Bergen op Zoom,51.5,4.3,Netherlands,NLD
Zeist,52.0906,5.2331,Netherlands,NLD
Nieuwegein,52.0333,5.0833,Netherlands,NLD
Barneveld,52.1333,5.5833,Netherlands,NLD
Hardenberg,52.5667,6.6167,Netherlands,NLD
Heerhugowaard,52.6667,4.8333,Netherlands,NLD
Doetinchem,51.9667,6.3,Netherlands,NLD
Roermond,51.2,5.9833,Netherlands,NLD
Oosterhout,51.6431,4.8569,Netherlands,NLD
Den Helder,52.9333,4.75,Netherlands,NLD
Hoogeveen,52.7333,6.4833,Netherlands,NLD
Kampen,52.55,5.9167,Netherlands,NLD
Terneuzen,51.3333,3.8333,Netherlands,NLD
Woerden,52.0833,4.8833,Netherlands,NLD
Houten,52.0333,5.1667,Netherlands,NLD
Sittard,51,5.8667,Netherlands,NLD
Weert,51.25,5.7,Netherlands,NLD
IJmuiden,52.4586,4.6194,Netherlands,NLD
Harderwijk,52.35,5.6167,Netherlands,NLD
Waalwijk,51.6833,5.0667,Netherlands,NLD
Zutphen,52.14,6.195,Netherlands,NLD
Ridderkerk,51.8667,4.6,Netherlands,NLD
Soest,52.1833,5.3,Netherlands,NLD
Veldhoven,51.42,5.405,Netherlands,NLD
Zwijndrecht,51.8167,4.65,Netherlands,NLD
Drachten,53.1,6.1,Netherlands,NLD
Heusden,51.6998,5.166,Netherlands,NLD
Medemblik,52.6833,5.0333,Netherlands,NLD
Zevenaar,51.9167,6.0667,Netherlands,NLD
Noordwijk,52.2333,4.4333,Netherlands,NLD
Etten-Leur,51.5667,4.6333,Netherlands,NLD
Vlissingen,51.45,3.5667,Netherlands,NLD
Rheden,52.0167,6.05,Netherlands,NLD
Nijkerk,52.2333,5.4833,Netherlands,NLD
De Bilt,52.1167,5.2,Netherlands,NLD
Venray,51.5333,5.9833,Netherlands,NLD
Tiel,51.8833,5.4333,Netherlands,NLD
Huizen,52.3,5.25,Netherlands,NLD
Uden,51.65,5.6167,Netherlands,NLD
Dronten,52.5167,5.7167,Netherlands,NLD
Wijchen,51.8,5.7333,Netherlands,NLD
Hellevoetsluis,51.8167,4.1333,Netherlands,NLD
Maarssen,52.1351,5.0413,Netherlands,NLD
Wageningen,51.9667,5.6667,Netherlands,NLD
Heemskerk,52.5167,4.6667,Netherlands,NLD
Gorinchem,51.8306,4.9742,Netherlands,NLD
Landgraaf,50.9083,6.0297,Netherlands,NLD
Teijlingen,52.215,4.5103,Netherlands,NLD
Veghel,51.6167,5.55,Netherlands,NLD
Venlo,51.3667,6.1667,Netherlands,NLD
Goes,51.5,3.8833,Netherlands,NLD
Raalte,52.3833,6.2667,Netherlands,NLD
Moerdijk,51.65,4.6,Netherlands,NLD
Castricum,52.55,4.6667,Netherlands,NLD
Bronkhorst,52.0833,6.1833,Netherlands,NLD
Hellendoorn,52.3667,6.4667,Netherlands,NLD
Berg en Dal,51.8167,5.9167,Netherlands,NLD
Coevorden,52.6667,6.75,Netherlands,NLD
Meppel,52.7,6.1833,Netherlands,NLD
IJsselstein,52.0167,5.0333,Netherlands,NLD
Tynaarlo,53.0833,6.5833,Netherlands,NLD
Lochem,52.1615,6.4152,Netherlands,NLD
Sneek,53.0325,5.66,Netherlands,NLD
Boxtel,51.5833,5.3333,Netherlands,NLD
Epe,52.35,5.9833,Netherlands,NLD
Oldenzaal,52.3167,6.9333,Netherlands,NLD
Aalsmeer,52.2667,4.75,Netherlands,NLD
Oisterwijk,51.5833,5.2,Netherlands,NLD
Deurne,51.4667,5.8,Netherlands,NLD
Vught,51.65,5.3,Netherlands,NLD
Waddinxveen,52.05,4.65,Netherlands,NLD
Nieuw-Vennep,52.2644,4.6347,Netherlands,NLD
Rosmalen,51.7167,5.3667,Netherlands,NLD
Renkum,51.9833,5.85,Netherlands,NLD
Stadskanaal,52.9833,6.95,Netherlands,NLD
Valkenswaard,51.35,5.4667,Netherlands,NLD
Uithoorn,52.2333,4.8333,Netherlands,NLD
Best,51.5167,5.4,Netherlands,NLD
Leusden,52.1333,5.4333,Netherlands,NLD
Bergen,52.6667,4.7167,Netherlands,NLD
Heesch,51.7333,5.5333,Netherlands,NLD
Culemborg,51.95,5.2333,Netherlands,NLD
Sint-Michielsgestel,51.6433,5.3586,Netherlands,NLD
Oosterend,53.0036,6.0664,Netherlands,NLD
Zaltbommel,51.8,5.25,Netherlands,NLD
Brunssum,50.95,5.9667,Netherlands,NLD
Nieuwkoop,52.1833,4.7667,Netherlands,NLD
Boxmeer,51.65,5.95,Netherlands,NLD
Winterswijk,51.9667,6.7167,Netherlands,NLD
Dalfsen,52.5,6.25,Netherlands,NLD
Langedijk,52.6936,4.7944,Netherlands,NLD
Pijnacker,52.0167,4.4333,Netherlands,NLD
Heerenveen,52.95,5.9333,Netherlands,NLD
Nunspeet,52.3833,5.7833,Netherlands,NLD
Blerick,51.3667,6.15,Netherlands,NLD
Veendam,53.1,6.8833,Netherlands,NLD
Hulst,51.2833,4.05,Netherlands,NLD
Drimmelen,51.6833,4.8,Netherlands,NLD
Sliedrecht,51.8167,4.7667,Netherlands,NLD
Aalten,51.9333,6.5833,Netherlands,NLD
Wassenaar,52.15,4.4,Netherlands,NLD
Ermelo,52.3,5.6167,Netherlands,NLD
Dongen,51.6333,4.9333,Netherlands,NLD
Werkendam,51.8,4.9,Netherlands,NLD
Geldermalsen,51.8833,5.2833,Netherlands,NLD
Beuningen,51.8667,5.7667,Netherlands,NLD
Tholen,51.5333,4.2,Netherlands,NLD
Emmeloord,52.7097,5.7508,Netherlands,NLD
Stein,50.9667,5.7667,Netherlands,NLD
Duiven,51.95,6.0333,Netherlands,NLD
Veenoord,52.9875,6.2914,Netherlands,NLD
Oud-Beijerland,51.8167,4.4,Netherlands,NLD
Baarn,52.2167,5.2833,Netherlands,NLD
Heiloo,52.6,4.7167,Netherlands,NLD
Cuijk,51.7296,5.881,Netherlands,NLD
Nijverdal,52.3667,6.4667,Netherlands,NLD
Steenbergen,51.5833,4.25,Netherlands,NLD
Voorst,52.2333,6.0833,Netherlands,NLD
Delfzijl,53.3333,6.9167,Netherlands,NLD
Wierden,52.35,6.6,Netherlands,NLD
Putten,52.2667,5.6,Netherlands,NLD
Borne,52.3,6.75,Netherlands,NLD
Goirle,51.5167,5.0667,Netherlands,NLD
Haaksbergen,52.15,6.75,Netherlands,NLD
Lisse,52.25,4.55,Netherlands,NLD
Wijk bij Duurstede,51.9833,5.3333,Netherlands,NLD
Volendam,52.4994,5.0675,Netherlands,NLD
Oldebroek,52.45,5.9,Netherlands,NLD
Bloemendaal,52.4,4.6,Netherlands,NLD
Loon op Zand,51.6667,5.0333,Netherlands,NLD
Hillegom,52.2833,4.5833,Netherlands,NLD
Elburg,52.45,5.85,Netherlands,NLD
s-Gravenzande,52,4.1667,Netherlands,NLD
Sluis,51.3083,3.3861,Netherlands,NLD
Rucphen,51.5333,4.5833,Netherlands,NLD
Beek en Donk,51.5347,5.6303,Netherlands,NLD
Losser,52.2667,7,Netherlands,NLD
Zeewolde,52.3333,5.55,Netherlands,NLD
Bilthoven,52.1283,5.1986,Netherlands,NLD
Geertruidenberg,51.7,4.8586,Netherlands,NLD
Hoogezand,53.1572,6.7533,Netherlands,NLD
Woensdrecht,51.4167,4.3333,Netherlands,NLD
Zundert,51.4667,4.6667,Netherlands,NLD
Nuenen,51.4733,5.5467,Netherlands,NLD
Leerdam,51.9,5.1,Netherlands,NLD
Tubbergen,52.4,6.7833,Netherlands,NLD
Urk,52.6667,5.6,Netherlands,NLD
Cranendonck,51.2853,5.5881,Netherlands,NLD
Brummen,52.0833,6.15,Netherlands,NLD
Bladel,51.3667,5.2167,Netherlands,NLD
Nootdorp,52.0333,4.4,Netherlands,NLD
Rhenen,51.9667,5.5667,Netherlands,NLD
Vianen,51.9833,5.1,Netherlands,NLD
Haren,53.1667,6.6,Netherlands,NLD
Edam,52.5167,5.05,Netherlands,NLD
Weesp,52.3,5.05,Netherlands,NLD
Naaldwijk,51.9931,4.205,Netherlands,NLD
Leek,53.1667,6.3833,Netherlands,NLD
Enkhuizen,52.7,5.3,Netherlands,NLD
Someren,51.3833,5.7167,Netherlands,NLD
Eersel,51.35,5.3167,Netherlands,NLD
Meerssen,50.8858,5.7519,Netherlands,NLD
Echt,51.1,5.8833,Netherlands,NLD
Druten,51.8833,5.6,Netherlands,NLD
Hardinxveld-Giessendam,51.8167,4.8333,Netherlands,NLD
Groesbeek,51.7833,5.9333,Netherlands,NLD
Zuidhorn,53.25,6.4,Netherlands,NLD
Oirschot,51.5,5.3,Netherlands,NLD
Heerde,52.3833,6.05,Netherlands,NLD
Bergeijk,51.3167,5.35,Netherlands,NLD
Middelharnis,51.75,4.17,Netherlands,NLD
Bodegraven,52.0822,4.7504,Netherlands,NLD
Ommen,52.5167,6.4167,Netherlands,NLD
Waalre,51.4,5.4667,Netherlands,NLD
Naarden,52.2953,5.1622,Netherlands,NLD
Son en Breugel,51.5167,5.5,Netherlands,NLD
Sint-Oedenrode,51.5636,5.4608,Netherlands,NLD
Brielle,51.9,4.1667,Netherlands,NLD
Schaesberg,50.9,6.0167,Netherlands,NLD
Rijen,51.5833,4.95,Netherlands,NLD
Schijndel,51.6167,5.4333,Netherlands,NLD
Zandvoort,52.3667,4.5333,Netherlands,NLD
Gennep,51.7,5.9667,Netherlands,NLD
Staphorst,52.65,6.2167,Netherlands,NLD
Nederweert,51.2833,5.75,Netherlands,NLD
Noordwijkerhout,52.2667,4.5,Netherlands,NLD
Kaatsheuvel,51.6667,5.0667,Netherlands,NLD
Asten,51.4,5.75,Netherlands,NLD
Heumen,51.7833,5.85,Netherlands,NLD
Westervoort,51.9667,5.9667,Netherlands,NLD
Beek,50.9333,5.8,Netherlands,NLD
Harenkarspel,52.7344,4.7706,Netherlands,NLD
Harlingen,53.1736,5.4272,Netherlands,NLD
Sassenheim,52.2258,4.5225,Netherlands,NLD
Vlagtwedde,52.95,7.15,Netherlands,NLD
Nuth,50.9167,5.8833,Netherlands,NLD
Hilvarenbeek,51.4833,5.1333,Netherlands,NLD
Bunnik,52.05,5.2333,Netherlands,NLD
Julianadorp,52.8833,4.7333,Netherlands,NLD
Breukelen,52.1717,5.0017,Netherlands,NLD
Woudrichem,51.8167,5,Netherlands,NLD
Slochteren,53.2167,6.8,Netherlands,NLD
Badhoevedorp,52.3333,4.7833,Netherlands,NLD
Lopik,51.9667,4.95,Netherlands,NLD
Haaren,51.6,5.2333,Netherlands,NLD
Rozenburg,51.9058,4.2486,Netherlands,NLD
Montfoort,52.05,4.95,Netherlands,NLD
Uitgeest,52.5333,4.7167,Netherlands,NLD
Beilen,52.8567,6.5111,Netherlands,NLD
Wezep,52.4625,5.9983,Netherlands,NLD
Woudenberg,52.0833,5.4167,Netherlands,NLD
Beesel,51.2833,6.0333,Netherlands,NLD
Margraten,50.8167,5.8167,Netherlands,NLD
Schoonhoven,51.95,4.85,Netherlands,NLD
Raamsdonksveer,51.6833,4.8667,Netherlands,NLD
Winsum,53.3312,6.5157,Netherlands,NLD
Schinnen,50.95,5.8833,Netherlands,NLD
Reeuwijk,52.05,4.73,Netherlands,NLD
Oudenbosch,51.5892,4.5239,Netherlands,NLD
Bergen,51.6,6.05,Netherlands,NLD
Joure,52.9667,5.7833,Netherlands,NLD
Dedemsvaart,52.6,6.4667,Netherlands,NLD
Wolvega,52.8761,6.0014,Netherlands,NLD
Kapelle,51.4833,3.95,Netherlands,NLD
Franeker,53.2,5.5333,Netherlands,NLD
Grave,51.7667,5.7333,Netherlands,NLD
Voerendaal,50.8833,5.9333,Netherlands,NLD
Hattem,52.4667,6.0667,Netherlands,NLD
Blaricum,52.2667,5.25,Netherlands,NLD
Made,51.6764,4.7925,Netherlands,NLD
Wieringerwerf,52.8506,5.0228,Netherlands,NLD
Neerijnen,51.8333,5.2833,Netherlands,NLD
Dokkum,53.3269,5.9981,Netherlands,NLD
Klazienaveen,52.7333,6.9833,Netherlands,NLD
Laren,52.25,5.2333,Netherlands,NLD
Opmeer,52.7,4.95,Netherlands,NLD
Grootegast,53.2167,6.2833,Netherlands,NLD
Appingedam,53.3167,6.8667,Netherlands,NLD
Landsmeer,52.4333,4.9167,Netherlands,NLD
Doesburg,52.0167,6.1333,Netherlands,NLD
Eijsden,50.7778,5.7083,Netherlands,NLD
Sint Anthonis,51.6258,5.8811,Netherlands,NLD
Leidschendam,52.0833,4.4,Netherlands,NLD
Mierlo,51.4411,5.6194,Netherlands,NLD
Heerlerbaan,50.8692,6.0103,Netherlands,NLD
Zierikzee,51.6497,3.9164,Netherlands,NLD
Lieshout,51.5194,5.5939,Netherlands,NLD
Boekel,51.6,5.6667,Netherlands,NLD
Simpelveld,50.8333,5.9833,Netherlands,NLD
Hoek van Holland,51.9811,4.1286,Netherlands,NLD
Scherpenzeel,52.0833,5.4667,Netherlands,NLD
Bedum,53.3,6.6,Netherlands,NLD
Marum,53.15,6.2667,Netherlands,NLD
Monnickendam,52.4667,5.0333,Netherlands,NLD
Doorn,52.0333,5.35,Netherlands,NLD
Borger,52.9236,6.7922,Netherlands,NLD
Vaals,50.7667,6.0167,Netherlands,NLD
Roelofarendsveen,52.2,4.6333,Netherlands,NLD
Oudewater,52.0167,4.8667,Netherlands,NLD
Eerbeek,52.1053,6.0633,Netherlands,NLD
Lemmer,52.8437,5.7093,Netherlands,NLD
Kudelstaart,52.2339,4.7483,Netherlands,NLD
Oostzaan,52.4333,4.8833,Netherlands,NLD
Ulft,51.8908,6.3797,Netherlands,NLD
Zuidlaren,53.0942,6.6844,Netherlands,NLD
Nieuw-Lekkerland,51.8833,4.6833,Netherlands,NLD
Burgum,53.2,6,Netherlands,NLD
Heeze,51.3825,5.5683,Netherlands,NLD
Bergambacht,51.9333,4.7833,Netherlands,NLD
Vlist,51.9667,4.7667,Netherlands,NLD
Liesveld,51.9156,4.8456,Netherlands,NLD
Genemuiden,52.6244,6.0397,Netherlands,NLD
Oosterwolde,52.9903,6.2914,Netherlands,NLD
Sint Willebrord,51.5503,4.5917,Netherlands,NLD
Eemnes,52.25,5.25,Netherlands,NLD
Ubbergen,51.8333,5.9167,Netherlands,NLD
Nieuwleusen,52.5833,6.2833,Netherlands,NLD
s-Gravendeel,51.7833,4.6167,Netherlands,NLD
Zoeterwoude,52.1333,4.5,Netherlands,NLD
Abcoude,52.27,4.97,Netherlands,NLD
Wervershoof,52.73,5.17,Netherlands,NLD
s-Heerenberg,51.8764,6.2458,Netherlands,NLD
Strijen,51.75,4.55,Netherlands,NLD
Loenen,52.2419,5.0275,Netherlands,NLD
Ter Apel,52.8756,7.0597,Netherlands,NLD
Bolsward,53.0667,5.5333,Netherlands,NLD
Noumea,-22.2758,166.458,New Caledonia,NCL
Kone,-21.059,164.8518,New Caledonia,NCL
We,-20.9167,167.2653,New Caledonia,NCL
Dumbea,-22.15,166.45,New Caledonia,NCL
Mont-Dore,-22.2157,166.4665,New Caledonia,NCL
Paita,-22.1337,166.3505,New Caledonia,NCL
Auckland,-36.8406,174.74,New Zealand,NZL
Wellington,-41.2889,174.7772,New Zealand,NZL
Christchurch,-43.531,172.6365,New Zealand,NZL
Manukau City,-37,174.885,New Zealand,NZL
Northcote,-36.8019,174.7494,New Zealand,NZL
Waitakere,-36.85,174.543,New Zealand,NZL
Hamilton,-37.7833,175.2833,New Zealand,NZL
Tauranga,-37.6833,176.1667,New Zealand,NZL
Lower Hutt,-41.2167,174.9167,New Zealand,NZL
Dunedin,-45.8742,170.5036,New Zealand,NZL
Palmerston North,-40.355,175.6117,New Zealand,NZL
Napier,-39.4903,176.9178,New Zealand,NZL
Whangarei,-35.725,174.3236,New Zealand,NZL
Invercargill,-46.4131,168.3475,New Zealand,NZL
Nelson,-41.2708,173.2839,New Zealand,NZL
Gisborne,-38.6625,178.0178,New Zealand,NZL
Blenheim,-41.5167,173.95,New Zealand,NZL
Richmond,-41.3333,173.1833,New Zealand,NZL
Whakatane,-37.96,176.98,New Zealand,NZL
Greymouth,-42.45,171.2075,New Zealand,NZL
Stratford,-39.3333,174.2833,New Zealand,NZL
Waitangi,-43.9514,-176.5611,New Zealand,NZL
Porirua,-41.1333,174.85,New Zealand,NZL
Rotorua,-38.1378,176.2514,New Zealand,NZL
New Plymouth,-39.0578,174.0742,New Zealand,NZL
Upper Hutt,-41.1333,175.05,New Zealand,NZL
Whanganui,-39.9325,175.0519,New Zealand,NZL
Paraparaumu,-40.9167,175.0167,New Zealand,NZL
Timaru,-44.3931,171.2508,New Zealand,NZL
Pukekohe East,-37.2,174.9,New Zealand,NZL
Taupo,-38.6875,176.0694,New Zealand,NZL
Masterton,-40.97,175.65,New Zealand,NZL
Cambridge,-37.8833,175.4667,New Zealand,NZL
Feilding,-40.2167,175.5667,New Zealand,NZL
Levin,-40.6219,175.2867,New Zealand,NZL
Ashton,-44.0333,171.7667,New Zealand,NZL
Macetown,-44.865,168.819,New Zealand,NZL
Rolleston,-43.5833,172.3833,New Zealand,NZL
Tokoroa,-38.2167,175.8667,New Zealand,NZL
Havelock North,-39.6667,176.8833,New Zealand,NZL
Mosgiel,-45.875,170.3486,New Zealand,NZL
Te Awamutu,-38.0167,175.3167,New Zealand,NZL
Waikanae,-40.875,175.0639,New Zealand,NZL
Paraparaumu Beach,-40.8938,174.9794,New Zealand,NZL
Hawera,-39.5933,174.2783,New Zealand,NZL
Glencoe,-46.1833,168.6833,New Zealand,NZL
Waiuku,-37.249,174.73,New Zealand,NZL
Wanaka,-44.7,169.15,New Zealand,NZL
Thames,-37.1383,175.5375,New Zealand,NZL
Kerikeri,-35.2244,173.9514,New Zealand,NZL
Kaitaia,-35.1125,173.2628,New Zealand,NZL
Westport,-41.7581,171.6022,New Zealand,NZL
Turangi,-38.9889,175.8083,New Zealand,NZL
Hokitika,-42.7156,170.9681,New Zealand,NZL
Te Anau,-45.4167,167.7167,New Zealand,NZL
Kaikoura,-42.4,173.68,New Zealand,NZL
Halfmoon Bay,-46.9,168.1333,New Zealand,NZL
Kairaki,-43.386,172.703,New Zealand,NZL
Managua,12.1544,-86.2738,Nicaragua,NIC
Boaco,12.4719,-85.6594,Nicaragua,NIC
Leon,12.4344,-86.8775,Nicaragua,NIC
Masaya,11.9764,-86.0875,Nicaragua,NIC
Matagalpa,12.9286,-85.9178,Nicaragua,NIC
Chinandega,12.6297,-87.1283,Nicaragua,NIC
Esteli,13.0933,-86.3547,Nicaragua,NIC
Tipitapa,12.1964,-86.0969,Nicaragua,NIC
Granada,11.9347,-85.9589,Nicaragua,NIC
Jinotega,13.0908,-86.0006,Nicaragua,NIC
Bilwi,14.0297,-83.3833,Nicaragua,NIC
Juigalpa,12.1083,-85.3694,Nicaragua,NIC
Jinotepe,11.8472,-86.1997,Nicaragua,NIC
Bluefields,12.0139,-83.7644,Nicaragua,NIC
Rivas,11.4386,-85.8286,Nicaragua,NIC
San Carlos,11.1236,-84.778,Nicaragua,NIC
Ocotal,13.6336,-86.4753,Nicaragua,NIC
Somoto,13.4842,-86.5817,Nicaragua,NIC
El Viejo,12.6631,-87.1694,Nicaragua,NIC
Ciudad Sandino,12.1667,-86.3553,Nicaragua,NIC
Siuna,13.7347,-84.7783,Nicaragua,NIC
Nueva Guinea,11.6867,-84.4561,Nicaragua,NIC
Diriamba,11.8564,-86.2403,Nicaragua,NIC
Wiwili,13.6197,-85.8183,Nicaragua,NIC
Jalapa,13.9222,-86.1253,Nicaragua,NIC
El Rama,12.1617,-84.2194,Nicaragua,NIC
Mulukuku,13.1764,-84.9564,Nicaragua,NIC
Waspan,14.7408,-83.9728,Nicaragua,NIC
Chichigalpa,12.5722,-87.0267,Nicaragua,NIC
Waslala,13.3367,-85.3708,Nicaragua,NIC
El Cua,13.3678,-85.6725,Nicaragua,NIC
San Rafael del Sur,11.8458,-86.4389,Nicaragua,NIC
San Jose de Bocay,13.5428,-85.5397,Nicaragua,NIC
Matiguas,12.8372,-85.4619,Nicaragua,NIC
Ciudad Dario,12.7322,-86.1233,Nicaragua,NIC
Nindiri,12.0031,-86.1178,Nicaragua,NIC
Nandaime,11.7569,-86.0528,Nicaragua,NIC
Camoapa,12.3842,-85.5119,Nicaragua,NIC
La Trinidad,12.9678,-86.2339,Nicaragua,NIC
La Concepcion,11.9369,-86.1889,Nicaragua,NIC
Nagarote,12.265,-86.5639,Nicaragua,NIC
Sebaco,12.8553,-86.0983,Nicaragua,NIC
Masatepe,11.9147,-86.1442,Nicaragua,NIC
Bocana de Paiwas,12.7878,-85.1228,Nicaragua,NIC
Rio Blanco,12.9325,-85.2244,Nicaragua,NIC
San Ramon,12.9236,-85.8389,Nicaragua,NIC
Condega,13.3617,-86.3972,Nicaragua,NIC
San Marcos,11.9081,-86.2025,Nicaragua,NIC
Somotillo,13.0447,-86.9044,Nicaragua,NIC
Mateare,12.2356,-86.4289,Nicaragua,NIC
La Paz Centro,12.3397,-86.6758,Nicaragua,NIC
El Sauce,12.8861,-86.5389,Nicaragua,NIC
Larreynaga,12.5939,-86.6797,Nicaragua,NIC
Villa El Carmen,11.9794,-86.5103,Nicaragua,NIC
Ticuantepe,12.0231,-86.2064,Nicaragua,NIC
San Sebastian de Yali,13.3061,-86.1867,Nicaragua,NIC
Quilali,13.5683,-86.0267,Nicaragua,NIC
Teustepe,12.4206,-85.7997,Nicaragua,NIC
Rancho Grande,13.2353,-85.5589,Nicaragua,NIC
El Jicaro,13.7225,-86.1347,Nicaragua,NIC
Villanueva,12.9647,-86.815,Nicaragua,NIC
San Lorenzo,12.3783,-85.6661,Nicaragua,NIC
Telica,12.5228,-86.8597,Nicaragua,NIC
La Cruz de Rio Grande,13.1122,-84.1869,Nicaragua,NIC
Diriomo,11.8753,-86.0519,Nicaragua,NIC
Rosita,13.9239,-84.3989,Nicaragua,NIC
El Tortuguero,12.8183,-84.2006,Nicaragua,NIC
Corinto,12.4819,-87.1742,Nicaragua,NIC
Muelle de los Bueyes,12.0664,-84.5428,Nicaragua,NIC
Tola,11.4392,-85.9389,Nicaragua,NIC
San Juan de Rio Coco,13.5444,-86.1644,Nicaragua,NIC
Pueblo Nuevo,13.3797,-86.4808,Nicaragua,NIC
Altagracia,11.5672,-85.5783,Nicaragua,NIC
El Castillo de La Concepcion,11.0444,-84.4719,Nicaragua,NIC
Telpaneca,13.5319,-86.2872,Nicaragua,NIC
Bonanza,14.0275,-84.6211,Nicaragua,NIC
San Rafael del Norte,13.2128,-86.1108,Nicaragua,NIC
San Isidro,12.9283,-86.1922,Nicaragua,NIC
San Juan del Sur,11.2533,-85.8708,Nicaragua,NIC
San Miguelito,11.4025,-84.9003,Nicaragua,NIC
Santa Teresa,11.8039,-86.1639,Nicaragua,NIC
Acoyapa,11.9708,-85.1719,Nicaragua,NIC
Posoltega,12.5447,-86.9792,Nicaragua,NIC
Belen,11.5028,-85.8889,Nicaragua,NIC
San Dionisio,12.7625,-85.8503,Nicaragua,NIC
Prinzapolka,13.5008,-84.2244,Nicaragua,NIC
Esquipulas,12.6639,-85.7881,Nicaragua,NIC
Niquinohomo,11.9047,-86.0956,Nicaragua,NIC
Muy Muy,12.7625,-85.6289,Nicaragua,NIC
Murra,13.7592,-86.0172,Nicaragua,NIC
Achuapa,13.0536,-86.59,Nicaragua,NIC
El Crucero,11.9894,-86.3103,Nicaragua,NIC
San Juan de Limay,13.1739,-86.6128,Nicaragua,NIC
El Almendro,11.6781,-84.7014,Nicaragua,NIC
Puerto Morazan,12.7669,-87.1317,Nicaragua,NIC
Villa Sandino,12.05,-84.9928,Nicaragua,NIC
San Lucas,13.4144,-86.6114,Nicaragua,NIC
Palacaguina,13.455,-86.405,Nicaragua,NIC
Terrabona,12.7311,-85.965,Nicaragua,NIC
El Ayote,12.4972,-84.8181,Nicaragua,NIC
Santo Domingo,12.2631,-85.0822,Nicaragua,NIC
Totogalpa,13.5631,-86.4917,Nicaragua,NIC
Comalapa,12.2842,-85.5106,Nicaragua,NIC
La Libertad,12.2156,-85.1647,Nicaragua,NIC
Nandasmo,11.9247,-86.1197,Nicaragua,NIC
Potosi,11.4942,-85.8556,Nicaragua,NIC
Tisma,12.0831,-86.0167,Nicaragua,NIC
El Realejo,12.5428,-87.165,Nicaragua,NIC
El Jicaral,12.7286,-86.3803,Nicaragua,NIC
Moyogalpa,11.5403,-85.6969,Nicaragua,NIC
Yalaguina,13.4858,-86.4917,Nicaragua,NIC
Santa Rosa del Penon,12.8003,-86.3689,Nicaragua,NIC
San Francisco Libre,12.5061,-86.2997,Nicaragua,NIC
Kukrahill,12.2428,-83.7486,Nicaragua,NIC
Quezalguaque,12.5078,-86.9033,Nicaragua,NIC
San Fernando,13.6767,-86.3144,Nicaragua,NIC
Greytown,10.9467,-83.7358,Nicaragua,NIC
Niamey,13.515,2.1175,Niger,NER
Maradi,13.4833,7.1,Niger,NER
Zinder,13.8053,8.9883,Niger,NER
Tahoua,14.8903,5.2642,Niger,NER
Agadez,16.9959,7.9828,Niger,NER
Sabara Bangou,15.1177,1.996,Niger,NER
Dosso,13.05,3.2,Niger,NER
Diffa,13.3171,12.6089,Niger,NER
